data1,data2,data3
0.046,1.292,-0.375
0.053,1.291,-0.377
0.046,1.292,-0.374
0.048,1.291,-0.369
0.049,1.288,-0.365
0.051,1.285,-0.36
0.051,1.283,-0.36
0.057,1.289,-0.352
0.048,1.291,-0.357
0.052,1.286,-0.354
0.055,1.286,-0.345
0.053,1.291,-0.346
0.049,1.286,-0.342
0.051,1.281,-0.337
0.059,1.284,-0.333
0.054,1.282,-0.319
0.057,1.279,-0.339
0.055,1.279,-0.324
0.059,1.271,-0.316
0.061,1.281,-0.322
0.06,1.278,-0.317
0.065,1.276,-0.317
0.066,1.274,-0.305
0.061,1.267,-0.303
0.061,1.267,-0.301
0.06,1.268,-0.292
0.061,1.262,-0.288
0.057,1.257,-0.297
0.058,1.261,-0.298
0.065,1.253,-0.293
0.056,1.253,-0.281
0.06,1.253,-0.277
0.064,1.252,-0.263
0.061,1.238,-0.278
0.055,1.24,-0.276
0.057,1.234,-0.255
0.055,1.222,-0.271
0.059,1.222,-0.256
0.065,1.217,-0.252
0.06,1.216,-0.247
0.058,1.212,-0.253
0.062,1.209,-0.25
0.061,1.207,-0.248
0.057,1.205,-0.235
0.059,1.191,-0.231
0.055,1.199,-0.23
0.053,1.189,-0.23
0.064,1.179,-0.223
0.051,1.176,-0.229
0.053,1.177,-0.225
0.059,1.173,-0.228
0.051,1.193,-0.219
0.054,1.153,-0.217
0.053,1.151,-0.221
0.047,1.14,-0.21
0.047,1.146,-0.222
0.049,1.136,-0.214
0.054,1.137,-0.212
0.053,1.128,-0.206
0.054,1.119,-0.207
0.051,1.125,-0.215
0.053,1.116,-0.199
0.045,1.108,-0.198
0.046,1.107,-0.184
0.046,1.107,-0.192
0.041,1.09,-0.196
0.041,1.082,-0.185
0.041,1.078,-0.195
0.034,1.073,-0.195
0.035,1.063,-0.188
0.029,1.067,-0.192
0.037,1.06,-0.195
0.042,1.042,-0.192
0.041,1.049,-0.198
0.04,1.037,-0.186
0.034,1.036,-0.194
0.03,1.027,-0.198
0.027,1.025,-0.186
0.031,1.013,-0.197
0.024,1.003,-0.192
0.023,1.0,-0.196
0.019,1.004,-0.196
0.019,0.999,-0.199
0.011,0.988,-0.193
0.023,0.988,-0.197
0.017,0.977,-0.193
0.023,0.99,-0.203
0.018,0.975,-0.212
0.017,0.976,-0.204
0.018,0.972,-0.2
0.012,0.968,-0.197
0.008,0.968,-0.208
0.001,0.969,-0.208
0.003,0.96,-0.223
0.008,0.964,-0.214
0.008,0.963,-0.22
0.005,0.958,-0.213
0.008,0.965,-0.218
0.001,0.963,-0.213
0.002,0.963,-0.228
0.005,0.956,-0.229
0.001,0.963,-0.22
-0.001,0.961,-0.214
0.005,0.963,-0.212
0.004,0.961,-0.221
-0.0,0.96,-0.221
0.005,0.963,-0.225
-0.001,0.966,-0.214
0.002,0.965,-0.213
0.007,0.961,-0.209
0.001,0.96,-0.197
0.007,0.958,-0.199
0.008,0.956,-0.198
0.01,0.96,-0.2
0.004,0.961,-0.203
0.007,0.958,-0.193
0.01,0.953,-0.191
0.011,0.954,-0.183
0.013,0.95,-0.184
0.007,0.949,-0.166
0.006,0.945,-0.167
0.005,0.944,-0.178
-0.001,0.936,-0.15
0.001,0.935,-0.15
0.005,0.924,-0.148
0.005,0.913,-0.145
0.008,0.901,-0.139
-0.004,0.892,-0.132
0.007,0.884,-0.127
-0.0,0.866,-0.114
0.006,0.864,-0.102
-0.004,0.846,-0.107
-0.002,0.837,-0.099
-0.001,0.832,-0.093
-0.009,0.816,-0.095
-0.004,0.798,-0.091
-0.004,0.781,-0.077
-0.011,0.768,-0.089
-0.012,0.761,-0.081
-0.014,0.742,-0.076
-0.019,0.731,-0.085
-0.023,0.722,-0.067
-0.023,0.699,-0.076
-0.029,0.689,-0.081
-0.037,0.677,-0.085
-0.037,0.663,-0.074
-0.032,0.656,-0.067
-0.042,0.64,-0.082
-0.04,0.628,-0.072
-0.043,0.62,-0.086
-0.043,0.608,-0.085
-0.045,0.602,-0.091
-0.049,0.59,-0.103
-0.054,0.582,-0.097
-0.061,0.563,-0.094
-0.062,0.554,-0.084
-0.06,0.552,-0.089
-0.069,0.541,-0.09
-0.071,0.525,-0.093
-0.066,0.521,-0.107
-0.071,0.512,-0.106
-0.074,0.507,-0.109
-0.08,0.498,-0.106
-0.08,0.495,-0.106
-0.075,0.489,-0.122
-0.082,0.473,-0.123
-0.07,0.476,-0.122
-0.077,0.474,-0.122
-0.081,0.463,-0.127
-0.078,0.462,-0.129
-0.082,0.461,-0.138
-0.081,0.45,-0.145
-0.087,0.45,-0.144
-0.08,0.442,-0.145
-0.096,0.44,-0.158
-0.089,0.428,-0.159
-0.097,0.422,-0.158
-0.089,0.425,-0.165
-0.099,0.417,-0.171
-0.099,0.414,-0.176
-0.101,0.407,-0.172
-0.102,0.402,-0.179
-0.105,0.404,-0.193
-0.105,0.395,-0.195
-0.107,0.388,-0.203
-0.101,0.396,-0.197
-0.118,0.395,-0.192
-0.113,0.389,-0.21
-0.118,0.383,-0.212
-0.116,0.388,-0.22
-0.109,0.385,-0.218
-0.113,0.388,-0.223
-0.108,0.378,-0.238
-0.118,0.376,-0.235
-0.118,0.373,-0.248
-0.114,0.377,-0.242
-0.12,0.365,-0.245
-0.118,0.369,-0.252
-0.118,0.37,-0.264
-0.118,0.377,-0.251
-0.124,0.374,-0.264
-0.122,0.375,-0.276
-0.123,0.374,-0.275
-0.115,0.379,-0.272
-0.129,0.379,-0.292
-0.127,0.381,-0.288
-0.126,0.385,-0.29
-0.138,0.377,-0.296
-0.129,0.384,-0.304
-0.127,0.383,-0.319
-0.13,0.391,-0.316
-0.137,0.384,-0.311
-0.127,0.386,-0.321
-0.123,0.392,-0.326
-0.122,0.398,-0.328
-0.134,0.397,-0.334
-0.129,0.396,-0.334
-0.126,0.403,-0.338
-0.125,0.4,-0.34
-0.124,0.408,-0.34
-0.122,0.407,-0.348
-0.128,0.415,-0.35
-0.123,0.414,-0.354
-0.127,0.415,-0.346
-0.127,0.417,-0.359
-0.125,0.426,-0.357
-0.129,0.424,-0.349
-0.132,0.426,-0.371
-0.125,0.442,-0.369
-0.129,0.443,-0.376
-0.133,0.436,-0.38
-0.126,0.444,-0.39
-0.128,0.448,-0.39
-0.125,0.46,-0.389
-0.122,0.467,-0.4
-0.127,0.469,-0.393
-0.121,0.476,-0.395
-0.125,0.486,-0.41
-0.122,0.495,-0.423
-0.128,0.495,-0.413
-0.127,0.504,-0.423
-0.119,0.508,-0.431
-0.12,0.512,-0.436
-0.125,0.524,-0.448
-0.112,0.54,-0.441
-0.123,0.548,-0.458
-0.115,0.544,-0.44
-0.107,0.561,-0.45
-0.117,0.566,-0.454
-0.116,0.579,-0.461
-0.114,0.577,-0.47
-0.118,0.587,-0.469
-0.107,0.6,-0.473
-0.105,0.599,-0.477
-0.106,0.614,-0.476
-0.11,0.621,-0.483
-0.105,0.636,-0.475
-0.106,0.633,-0.483
-0.101,0.65,-0.488
-0.1,0.657,-0.491
-0.105,0.665,-0.497
-0.105,0.675,-0.497
-0.101,0.676,-0.493
-0.095,0.683,-0.501
-0.101,0.695,-0.504
-0.095,0.704,-0.506
-0.097,0.715,-0.506
-0.089,0.712,-0.5
-0.097,0.731,-0.492
-0.086,0.73,-0.513
-0.09,0.739,-0.507
-0.087,0.735,-0.512
-0.083,0.754,-0.508
-0.084,0.765,-0.511
-0.076,0.767,-0.507
-0.086,0.772,-0.513
-0.076,0.781,-0.513
-0.076,0.795,-0.516
-0.078,0.799,-0.516
-0.078,0.805,-0.516
-0.08,0.801,-0.514
-0.075,0.812,-0.52
-0.075,0.815,-0.535
-0.073,0.826,-0.527
-0.068,0.833,-0.521
-0.07,0.838,-0.527
-0.07,0.84,-0.531
-0.062,0.852,-0.53
-0.065,0.853,-0.523
-0.068,0.859,-0.525
-0.072,0.863,-0.535
-0.064,0.861,-0.526
-0.06,0.878,-0.536
-0.061,0.885,-0.533
-0.059,0.896,-0.518
-0.06,0.894,-0.522
-0.055,0.906,-0.53
-0.065,0.913,-0.53
-0.054,0.925,-0.537
-0.061,0.927,-0.528
-0.061,0.939,-0.536
-0.052,0.944,-0.528
-0.048,0.948,-0.532
-0.051,0.959,-0.529
-0.045,0.97,-0.531
-0.045,0.977,-0.54
-0.043,0.991,-0.536
-0.042,0.99,-0.532
-0.038,1.007,-0.538
-0.04,1.017,-0.523
-0.03,1.018,-0.532
-0.034,1.027,-0.522
-0.027,1.038,-0.52
-0.032,1.049,-0.523
-0.025,1.052,-0.514
-0.023,1.06,-0.523
-0.028,1.065,-0.513
-0.021,1.08,-0.521
-0.029,1.083,-0.519
-0.02,1.09,-0.521
-0.013,1.099,-0.503
-0.019,1.108,-0.526
-0.021,1.108,-0.507
-0.021,1.119,-0.515
-0.002,1.123,-0.517
-0.005,1.126,-0.506
-0.01,1.134,-0.506
-0.001,1.144,-0.499
-0.009,1.141,-0.497
-0.006,1.158,-0.501
0.0,1.164,-0.504
-0.004,1.161,-0.499
0.004,1.17,-0.493
-0.003,1.17,-0.505
0.007,1.18,-0.501
0.006,1.179,-0.486
0.013,1.186,-0.486
0.013,1.197,-0.481
0.013,1.205,-0.481
0.006,1.202,-0.487
0.014,1.202,-0.477
0.015,1.212,-0.476
0.018,1.212,-0.476
0.018,1.215,-0.476
0.021,1.217,-0.459
0.022,1.219,-0.47
0.025,1.218,-0.461
0.02,1.227,-0.467
0.024,1.227,-0.46
0.03,1.234,-0.463
0.031,1.234,-0.458
0.027,1.238,-0.461
0.031,1.239,-0.454
0.029,1.241,-0.445
0.027,1.243,-0.448
0.03,1.257,-0.45
0.027,1.256,-0.447
0.03,1.261,-0.425
0.039,1.262,-0.432
0.031,1.26,-0.43
0.03,1.262,-0.428
0.035,1.27,-0.424
0.034,1.276,-0.424
0.035,1.267,-0.414
0.072,1.282,-0.414
0.044,1.28,-0.413
0.045,1.283,-0.403
0.047,1.284,-0.393
0.049,1.282,-0.39
0.043,1.275,-0.394
0.055,1.28,-0.383
0.046,1.279,-0.382
0.053,1.286,-0.372
0.042,1.289,-0.371
0.046,1.28,-0.381
0.055,1.288,-0.377
0.052,1.281,-0.367
0.046,1.286,-0.367
0.051,1.287,-0.361
0.054,1.284,-0.356
0.051,1.277,-0.359
0.058,1.284,-0.343
0.054,1.277,-0.344
0.065,1.281,-0.351
0.051,1.277,-0.345
0.062,1.279,-0.334
0.056,1.276,-0.325
0.062,1.275,-0.321
0.057,1.268,-0.325
0.058,1.271,-0.32
0.054,1.264,-0.311
0.065,1.264,-0.298
0.057,1.266,-0.311
0.063,1.268,-0.301
0.062,1.261,-0.305
0.061,1.264,-0.292
0.067,1.262,-0.297
0.057,1.267,-0.284
0.058,1.252,-0.287
0.055,1.259,-0.295
0.057,1.253,-0.283
0.07,1.25,-0.276
0.068,1.247,-0.278
0.067,1.244,-0.279
0.06,1.241,-0.27
0.061,1.239,-0.28
0.061,1.225,-0.272
0.069,1.229,-0.263
0.066,1.225,-0.26
0.064,1.22,-0.257
0.067,1.221,-0.257
0.061,1.221,-0.262
0.061,1.215,-0.254
0.057,1.199,-0.251
0.054,1.203,-0.235
0.055,1.201,-0.235
0.059,1.196,-0.242
0.055,1.184,-0.227
0.055,1.173,-0.229
0.058,1.169,-0.228
0.058,1.163,-0.229
0.055,1.165,-0.229
0.061,1.151,-0.219
0.054,1.152,-0.213
0.056,1.144,-0.218
0.053,1.132,-0.206
0.053,1.129,-0.209
0.049,1.12,-0.205
0.047,1.115,-0.209
0.043,1.108,-0.198
0.036,1.093,-0.203
0.048,1.087,-0.193
0.043,1.083,-0.206
0.042,1.082,-0.198
0.043,1.071,-0.196
0.039,1.068,-0.199
0.035,1.06,-0.192
0.033,1.052,-0.183
0.037,1.046,-0.188
0.032,1.043,-0.192
0.029,1.029,-0.192
0.033,1.025,-0.199
0.038,1.026,-0.184
0.027,1.015,-0.196
0.026,1.015,-0.205
0.023,1.008,-0.193
0.019,0.998,-0.191
0.023,1.002,-0.198
0.024,0.994,-0.192
0.019,0.992,-0.202
0.021,0.989,-0.194
0.023,0.987,-0.204
0.009,0.983,-0.207
0.008,0.982,-0.209
0.013,0.98,-0.211
0.018,0.974,-0.222
0.018,0.973,-0.206
0.013,0.972,-0.217
0.016,0.968,-0.211
0.012,0.971,-0.221
0.01,0.966,-0.216
0.012,0.965,-0.222
0.007,0.961,-0.219
0.007,0.971,-0.231
0.005,0.96,-0.231
0.012,0.963,-0.228
0.012,0.967,-0.223
0.003,0.968,-0.219
0.007,0.971,-0.224
0.002,0.966,-0.221
0.005,0.972,-0.224
0.003,0.968,-0.229
0.005,0.97,-0.214
0.01,0.963,-0.219
0.005,0.964,-0.207
0.011,0.958,-0.215
0.005,0.966,-0.199
0.007,0.952,-0.197
0.009,0.958,-0.211
0.015,0.959,-0.195
0.009,0.954,-0.181
0.015,0.953,-0.186
0.006,0.947,-0.182
0.007,0.943,-0.174
0.008,0.926,-0.167
0.004,0.927,-0.154
0.013,0.924,-0.185
0.009,0.911,-0.148
0.011,0.906,-0.139
0.01,0.892,-0.137
0.009,0.891,-0.128
0.001,0.881,-0.124
0.007,0.869,-0.126
0.004,0.86,-0.115
-0.001,0.848,-0.109
-0.004,0.839,-0.109
-0.007,0.837,-0.111
-0.008,0.809,-0.104
-0.01,0.792,-0.093
-0.012,0.791,-0.084
-0.013,0.768,-0.09
-0.018,0.759,-0.081
-0.017,0.745,-0.089
-0.019,0.723,-0.087
-0.017,0.713,-0.085
-0.025,0.694,-0.086
-0.03,0.694,-0.085
-0.024,0.685,-0.087
-0.032,0.665,-0.083
-0.023,0.665,-0.087
-0.027,0.645,-0.088
-0.034,0.638,-0.088
-0.036,0.628,-0.094
-0.041,0.625,-0.088
-0.034,0.612,-0.092
-0.043,0.598,-0.095
-0.056,0.587,-0.079
-0.051,0.577,-0.089
-0.049,0.577,-0.098
-0.056,0.567,-0.095
-0.059,0.551,-0.099
-0.052,0.545,-0.1
-0.068,0.537,-0.105
-0.063,0.535,-0.1
-0.063,0.521,-0.11
-0.065,0.526,-0.112
-0.069,0.507,-0.119
-0.061,0.51,-0.116
-0.07,0.501,-0.118
-0.065,0.502,-0.124
-0.071,0.488,-0.123
-0.076,0.485,-0.124
-0.073,0.477,-0.136
-0.083,0.47,-0.129
-0.081,0.468,-0.125
-0.082,0.457,-0.129
-0.084,0.461,-0.14
-0.084,0.451,-0.145
-0.087,0.447,-0.145
-0.086,0.448,-0.147
-0.084,0.441,-0.15
-0.088,0.437,-0.15
-0.095,0.439,-0.16
-0.092,0.431,-0.164
-0.099,0.419,-0.168
-0.105,0.4,-0.182
-0.094,0.404,-0.188
-0.091,0.396,-0.186
-0.096,0.385,-0.188
-0.08,0.371,-0.194
-0.085,0.358,-0.184
-0.095,0.315,-0.201
-0.091,0.288,-0.203
-0.08,0.271,-0.207
-0.073,0.241,-0.225
-0.067,0.189,-0.219
-0.049,0.158,-0.226
-0.045,0.125,-0.224
-0.036,0.098,-0.241
-0.025,0.063,-0.23
-0.004,0.026,-0.254
0.004,-0.001,-0.251
0.018,-0.02,-0.262
0.023,-0.05,-0.269
0.04,-0.063,-0.279
0.05,-0.086,-0.296
0.077,-0.112,-0.307
0.086,-0.128,-0.312
0.102,-0.143,-0.338
0.115,-0.159,-0.346
0.129,-0.168,-0.345
0.139,-0.176,-0.368
0.156,-0.188,-0.369
0.169,-0.195,-0.379
0.183,-0.194,-0.391
0.199,-0.194,-0.395
0.217,-0.197,-0.419
0.234,-0.204,-0.423
0.25,-0.198,-0.426
0.254,-0.204,-0.44
0.271,-0.194,-0.456
0.28,-0.19,-0.455
0.294,-0.183,-0.453
0.312,-0.176,-0.481
0.325,-0.166,-0.49
0.334,-0.168,-0.509
0.339,-0.154,-0.506
0.347,-0.15,-0.521
0.354,-0.127,-0.544
0.374,-0.123,-0.546
0.386,-0.116,-0.545
0.398,-0.108,-0.56
0.403,-0.096,-0.565
0.417,-0.09,-0.572
0.418,-0.077,-0.587
0.435,-0.069,-0.592
0.437,-0.054,-0.597
0.446,-0.051,-0.603
0.453,-0.03,-0.605
0.465,-0.022,-0.615
0.472,-0.002,-0.626
0.486,0.015,-0.632
0.498,0.018,-0.649
0.497,0.037,-0.65
0.506,0.048,-0.658
0.506,0.053,-0.662
0.513,0.068,-0.65
0.518,0.084,-0.66
0.526,0.095,-0.661
0.531,0.101,-0.668
0.535,0.113,-0.685
0.535,0.132,-0.686
0.545,0.144,-0.678
0.558,0.153,-0.689
0.569,0.175,-0.693
0.571,0.182,-0.692
0.579,0.184,-0.705
0.577,0.196,-0.693
0.584,0.209,-0.707
0.596,0.215,-0.702
0.593,0.224,-0.705
0.602,0.241,-0.712
0.603,0.239,-0.704
0.604,0.251,-0.712
0.613,0.265,-0.709
0.616,0.276,-0.711
0.618,0.291,-0.724
0.622,0.302,-0.729
0.637,0.316,-0.729
0.635,0.333,-0.721
0.636,0.344,-0.723
0.641,0.35,-0.733
0.642,0.36,-0.726
0.653,0.376,-0.738
0.658,0.389,-0.727
0.662,0.398,-0.738
0.653,0.405,-0.744
0.656,0.416,-0.734
0.66,0.436,-0.734
0.662,0.445,-0.733
0.668,0.458,-0.746
0.675,0.475,-0.747
0.678,0.485,-0.746
0.681,0.496,-0.751
0.685,0.515,-0.757
0.683,0.524,-0.745
0.686,0.532,-0.75
0.696,0.544,-0.752
0.7,0.556,-0.752
0.708,0.576,-0.748
0.699,0.579,-0.758
0.704,0.593,-0.758
0.711,0.609,-0.759
0.715,0.618,-0.76
0.717,0.631,-0.749
0.717,0.636,-0.762
0.723,0.644,-0.76
0.719,0.657,-0.751
0.723,0.669,-0.752
0.729,0.684,-0.75
0.729,0.686,-0.75
0.735,0.691,-0.756
0.74,0.704,-0.756
0.742,0.714,-0.747
0.749,0.731,-0.748
0.754,0.736,-0.748
0.752,0.741,-0.75
0.754,0.746,-0.733
0.759,0.76,-0.747
0.76,0.766,-0.746
0.765,0.773,-0.747
0.768,0.777,-0.736
0.765,0.787,-0.738
0.768,0.791,-0.743
0.766,0.8,-0.743
0.779,0.814,-0.729
0.767,0.823,-0.738
0.779,0.821,-0.739
0.788,0.831,-0.738
0.792,0.834,-0.724
0.784,0.84,-0.74
0.786,0.847,-0.742
0.787,0.858,-0.728
0.784,0.862,-0.729
0.794,0.863,-0.729
0.791,0.868,-0.726
0.792,0.876,-0.719
0.796,0.88,-0.721
0.795,0.889,-0.728
0.791,0.889,-0.712
0.8,0.903,-0.714
0.806,0.92,-0.71
0.803,0.923,-0.706
0.809,0.928,-0.706
0.807,0.935,-0.705
0.809,0.932,-0.694
0.813,0.939,-0.695
0.812,0.956,-0.688
0.813,0.961,-0.692
0.81,0.97,-0.686
0.822,0.972,-0.684
0.81,0.982,-0.675
0.815,0.984,-0.683
0.82,0.987,-0.673
0.825,1.0,-0.669
0.825,0.999,-0.667
0.824,1.006,-0.67
0.833,1.006,-0.666
0.831,1.02,-0.653
0.832,1.027,-0.662
0.836,1.027,-0.654
0.832,1.032,-0.654
0.835,1.034,-0.656
0.838,1.051,-0.639
0.841,1.055,-0.637
0.842,1.051,-0.635
0.842,1.058,-0.62
0.848,1.066,-0.628
0.84,1.058,-0.615
0.845,1.071,-0.614
0.849,1.062,-0.607
0.852,1.075,-0.608
0.856,1.074,-0.606
0.855,1.075,-0.605
0.855,1.072,-0.597
0.854,1.078,-0.59
0.865,1.08,-0.589
0.859,1.083,-0.586
0.862,1.082,-0.571
0.857,1.089,-0.574
0.861,1.08,-0.563
0.865,1.083,-0.557
0.867,1.087,-0.556
0.864,1.09,-0.564
0.863,1.094,-0.557
0.869,1.092,-0.551
0.857,1.094,-0.546
0.861,1.097,-0.543
0.869,1.093,-0.543
0.866,1.092,-0.53
0.871,1.085,-0.541
0.876,1.09,-0.537
0.876,1.091,-0.527
0.872,1.088,-0.532
0.878,1.09,-0.53
0.874,1.084,-0.518
0.875,1.096,-0.524
0.879,1.089,-0.509
0.873,1.085,-0.512
0.875,1.092,-0.515
0.871,1.084,-0.498
0.875,1.087,-0.491
0.885,1.087,-0.494
0.88,1.078,-0.495
0.883,1.085,-0.481
0.884,1.078,-0.478
0.88,1.075,-0.484
0.879,1.069,-0.47
0.88,1.07,-0.46
0.881,1.06,-0.451
0.88,1.064,-0.447
0.882,1.054,-0.451
0.878,1.058,-0.441
0.889,1.053,-0.449
0.878,1.044,-0.437
0.885,1.041,-0.437
0.885,1.038,-0.42
0.881,1.028,-0.427
0.877,1.019,-0.417
0.874,1.021,-0.397
0.876,1.019,-0.409
0.876,1.003,-0.398
0.884,0.996,-0.387
0.882,0.996,-0.397
0.876,0.982,-0.384
0.881,0.989,-0.374
0.876,0.982,-0.368
0.873,0.975,-0.372
0.882,0.971,-0.349
0.881,0.961,-0.354
0.874,0.953,-0.358
0.877,0.945,-0.348
0.881,0.937,-0.352
0.881,0.937,-0.34
0.882,0.926,-0.344
0.88,0.911,-0.327
0.875,0.912,-0.326
0.871,0.898,-0.317
0.878,0.893,-0.319
0.874,0.892,-0.325
0.869,0.879,-0.313
0.871,0.881,-0.318
0.867,0.871,-0.309
0.875,0.86,-0.311
0.863,0.854,-0.318
0.863,0.841,-0.301
0.868,0.83,-0.311
0.869,0.836,-0.306
0.863,0.83,-0.301
0.858,0.819,-0.297
0.862,0.804,-0.304
0.857,0.8,-0.295
0.854,0.792,-0.3
0.852,0.787,-0.299
0.854,0.779,-0.291
0.853,0.77,-0.288
0.847,0.753,-0.287
0.849,0.74,-0.287
0.848,0.738,-0.286
0.852,0.727,-0.276
0.851,0.718,-0.286
0.847,0.71,-0.286
0.839,0.697,-0.288
0.84,0.691,-0.283
0.84,0.679,-0.281
0.831,0.668,-0.274
0.835,0.666,-0.276
0.826,0.65,-0.277
0.825,0.647,-0.287
0.826,0.638,-0.281
0.824,0.623,-0.284
0.821,0.614,-0.281
0.813,0.611,-0.275
0.812,0.604,-0.288
0.809,0.601,-0.301
0.814,0.598,-0.296
0.804,0.592,-0.286
0.805,0.581,-0.297
0.803,0.588,-0.294
0.809,0.571,-0.292
0.805,0.571,-0.3
0.805,0.565,-0.303
0.802,0.557,-0.306
0.804,0.591,-0.31
0.798,0.552,-0.302
0.794,0.554,-0.298
0.793,0.544,-0.3
0.793,0.543,-0.314
0.793,0.535,-0.309
0.796,0.531,-0.306
0.794,0.537,-0.302
0.793,0.53,-0.304
0.802,0.529,-0.31
0.788,0.523,-0.309
0.789,0.515,-0.312
0.802,0.52,-0.309
0.797,0.515,-0.307
0.794,0.508,-0.313
0.791,0.508,-0.302
0.793,0.498,-0.318
0.79,0.495,-0.302
0.791,0.491,-0.297
0.793,0.49,-0.294
0.789,0.488,-0.298
0.788,0.479,-0.284
0.789,0.478,-0.292
0.789,0.469,-0.287
0.786,0.473,-0.288
0.787,0.468,-0.296
0.791,0.466,-0.298
0.791,0.459,-0.289
0.792,0.456,-0.284
0.786,0.443,-0.285
0.792,0.444,-0.278
0.79,0.433,-0.286
0.792,0.421,-0.283
0.791,0.412,-0.272
0.79,0.412,-0.274
0.787,0.402,-0.272
0.779,0.395,-0.271
0.779,0.393,-0.273
0.786,0.381,-0.278
0.783,0.373,-0.268
0.778,0.36,-0.266
0.779,0.343,-0.264
0.779,0.345,-0.269
0.774,0.337,-0.265
0.771,0.322,-0.267
0.77,0.309,-0.262
0.771,0.306,-0.272
0.766,0.303,-0.261
0.772,0.289,-0.27
0.768,0.278,-0.262
0.765,0.271,-0.271
0.761,0.26,-0.276
0.757,0.247,-0.275
0.76,0.246,-0.277
0.754,0.229,-0.265
0.762,0.228,-0.275
0.761,0.218,-0.276
0.754,0.203,-0.286
0.758,0.197,-0.273
0.757,0.194,-0.269
0.752,0.185,-0.267
0.749,0.179,-0.287
0.745,0.168,-0.291
0.749,0.162,-0.281
0.746,0.154,-0.296
0.747,0.158,-0.288
0.739,0.142,-0.301
0.74,0.128,-0.304
0.738,0.123,-0.301
0.735,0.115,-0.314
0.74,0.112,-0.3
0.735,0.11,-0.3
0.736,0.104,-0.309
0.737,0.102,-0.32
0.736,0.092,-0.322
0.733,0.092,-0.324
0.736,0.089,-0.313
0.728,0.088,-0.324
0.73,0.091,-0.324
0.728,0.084,-0.336
0.735,0.08,-0.335
0.722,0.077,-0.338
0.726,0.073,-0.346
0.726,0.06,-0.338
0.726,0.063,-0.337
0.726,0.058,-0.348
0.724,0.048,-0.351
0.723,0.055,-0.352
0.723,0.044,-0.36
0.721,0.035,-0.362
0.718,0.042,-0.361
0.717,0.038,-0.376
0.717,0.032,-0.379
0.717,0.03,-0.374
0.714,0.022,-0.385
0.71,0.028,-0.392
0.715,0.023,-0.399
0.708,0.026,-0.405
0.71,0.015,-0.412
0.71,0.015,-0.415
0.701,0.013,-0.42
0.7,0.013,-0.423
0.696,0.015,-0.435
0.695,0.021,-0.44
0.702,0.023,-0.441
0.706,0.019,-0.443
0.7,0.022,-0.443
0.702,0.021,-0.462
0.702,0.026,-0.458
0.697,0.022,-0.464
0.71,0.02,-0.471
0.704,0.02,-0.47
0.703,0.023,-0.472
0.695,0.026,-0.485
0.694,0.029,-0.498
0.696,0.035,-0.497
0.69,0.034,-0.508
0.698,0.036,-0.504
0.695,0.039,-0.502
0.695,0.044,-0.511
0.685,0.044,-0.517
0.698,0.051,-0.522
0.689,0.047,-0.527
0.689,0.056,-0.536
0.689,0.055,-0.534
0.695,0.059,-0.548
0.702,0.064,-0.544
0.693,0.072,-0.546
0.696,0.075,-0.553
0.695,0.081,-0.559
0.685,0.083,-0.559
0.689,0.085,-0.568
0.695,0.091,-0.572
0.69,0.1,-0.567
0.694,0.1,-0.575
0.698,0.109,-0.586
0.694,0.109,-0.587
0.695,0.118,-0.588
0.697,0.118,-0.591
0.695,0.111,-0.588
0.696,0.119,-0.592
0.7,0.127,-0.592
0.693,0.136,-0.6
0.696,0.139,-0.602
0.692,0.14,-0.608
0.701,0.148,-0.604
0.703,0.16,-0.602
0.7,0.16,-0.618
0.706,0.168,-0.622
0.703,0.171,-0.626
0.698,0.175,-0.612
0.696,0.174,-0.623
0.703,0.182,-0.634
0.704,0.192,-0.638
0.698,0.201,-0.643
0.707,0.21,-0.65
0.711,0.221,-0.647
0.704,0.222,-0.644
0.706,0.229,-0.646
0.708,0.238,-0.66
0.702,0.248,-0.661
0.704,0.25,-0.662
0.715,0.258,-0.663
0.715,0.264,-0.668
0.715,0.279,-0.67
0.709,0.292,-0.668
0.712,0.294,-0.664
0.719,0.309,-0.671
0.715,0.315,-0.682
0.707,0.322,-0.688
0.716,0.327,-0.683
0.711,0.339,-0.686
0.71,0.349,-0.689
0.711,0.352,-0.699
0.717,0.373,-0.693
0.718,0.377,-0.689
0.719,0.383,-0.703
0.72,0.397,-0.703
0.716,0.405,-0.712
0.718,0.418,-0.704
0.724,0.424,-0.713
0.721,0.427,-0.713
0.732,0.441,-0.717
0.73,0.448,-0.714
0.73,0.455,-0.712
0.734,0.466,-0.719
0.739,0.464,-0.714
0.729,0.482,-0.716
0.732,0.493,-0.722
0.738,0.502,-0.724
0.733,0.505,-0.725
0.735,0.506,-0.724
0.734,0.52,-0.728
0.739,0.528,-0.723
0.738,0.535,-0.732
0.74,0.544,-0.721
0.744,0.55,-0.733
0.744,0.557,-0.732
0.745,0.562,-0.729
0.742,0.569,-0.732
0.746,0.578,-0.732
0.754,0.588,-0.727
0.747,0.6,-0.728
0.753,0.609,-0.738
0.755,0.611,-0.731
0.756,0.621,-0.734
0.764,0.633,-0.735
0.76,0.639,-0.723
0.756,0.654,-0.735
0.761,0.663,-0.735
0.763,0.67,-0.729
0.765,0.682,-0.732
0.77,0.69,-0.731
0.766,0.691,-0.737
0.766,0.709,-0.727
0.766,0.715,-0.723
0.774,0.728,-0.729
0.776,0.739,-0.733
0.775,0.744,-0.73
