data1,data2,data3
0.896,0.686,-0.501
0.903,0.692,-0.499
0.904,0.681,-0.505
0.897,0.675,-0.495
0.897,0.69,-0.508
0.899,0.689,-0.499
0.897,0.68,-0.493
0.903,0.684,-0.497
0.907,0.677,-0.494
0.906,0.681,-0.489
0.905,0.674,-0.487
0.9,0.673,-0.486
0.905,0.67,-0.477
0.902,0.668,-0.483
0.902,0.665,-0.47
0.902,0.661,-0.474
0.901,0.658,-0.472
0.902,0.658,-0.473
0.907,0.647,-0.452
0.918,0.663,-0.476
0.924,0.654,-0.459
0.918,0.639,-0.463
0.922,0.624,-0.458
0.918,0.598,-0.451
0.913,0.568,-0.459
0.899,0.578,-0.471
0.898,0.536,-0.465
0.888,0.492,-0.472
0.872,0.505,-0.502
0.865,0.469,-0.502
0.868,0.44,-0.502
0.851,0.439,-0.52
0.845,0.398,-0.533
0.833,0.384,-0.543
0.825,0.342,-0.55
0.815,0.311,-0.558
0.787,0.276,-0.554
0.773,0.265,-0.567
0.75,0.223,-0.575
0.721,0.221,-0.59
0.705,0.201,-0.594
0.686,0.198,-0.619
0.675,0.221,-0.624
0.657,0.201,-0.628
0.644,0.218,-0.657
0.635,0.215,-0.667
0.631,0.222,-0.675
0.622,0.227,-0.685
0.615,0.223,-0.697
0.602,0.209,-0.701
0.588,0.203,-0.698
0.586,0.211,-0.705
0.561,0.185,-0.7
0.55,0.187,-0.723
0.537,0.194,-0.713
0.521,0.19,-0.714
0.5,0.196,-0.722
0.485,0.2,-0.728
0.467,0.229,-0.74
0.455,0.245,-0.757
0.448,0.258,-0.76
0.428,0.272,-0.762
0.418,0.311,-0.757
0.415,0.334,-0.768
0.406,0.369,-0.773
0.399,0.387,-0.788
0.387,0.413,-0.786
0.386,0.454,-0.792
0.391,0.482,-0.79
0.393,0.499,-0.798
0.392,0.514,-0.797
0.393,0.536,-0.791
0.393,0.55,-0.796
0.398,0.564,-0.785
0.393,0.571,-0.788
0.397,0.58,-0.795
0.393,0.597,-0.8
0.397,0.604,-0.807
0.392,0.624,-0.806
0.386,0.638,-0.826
0.384,0.649,-0.812
0.388,0.67,-0.834
0.384,0.687,-0.836
0.388,0.7,-0.847
0.383,0.725,-0.84
0.381,0.746,-0.856
0.368,0.766,-0.865
0.374,0.785,-0.854
0.362,0.807,-0.868
0.356,0.83,-0.87
0.359,0.856,-0.869
0.353,0.893,-0.867
0.346,0.909,-0.859
0.343,0.931,-0.863
0.341,0.953,-0.866
0.337,0.979,-0.869
0.336,1.0,-0.862
0.33,1.005,-0.85
0.329,1.033,-0.853
0.324,1.049,-0.853
0.324,1.066,-0.859
0.328,1.078,-0.846
0.324,1.094,-0.834
0.321,1.111,-0.832
0.314,1.128,-0.826
0.315,1.144,-0.821
0.305,1.154,-0.811
0.313,1.164,-0.817
0.3,1.186,-0.808
0.3,1.193,-0.797
0.296,1.205,-0.797
0.295,1.21,-0.795
0.292,1.214,-0.785
0.298,1.222,-0.796
0.294,1.223,-0.782
0.289,1.241,-0.783
0.289,1.238,-0.784
0.285,1.262,-0.771
0.293,1.271,-0.774
0.291,1.28,-0.758
0.295,1.282,-0.762
0.292,1.304,-0.755
0.292,1.305,-0.754
0.281,1.321,-0.739
0.289,1.332,-0.744
0.293,1.341,-0.733
0.296,1.351,-0.747
0.292,1.364,-0.736
0.294,1.373,-0.731
0.296,1.384,-0.729
0.336,1.397,-0.713
0.303,1.411,-0.707
0.297,1.412,-0.71
0.305,1.43,-0.703
0.303,1.433,-0.705
0.3,1.449,-0.692
0.307,1.46,-0.692
0.306,1.464,-0.68
0.311,1.477,-0.682
0.312,1.481,-0.674
0.315,1.492,-0.678
0.316,1.503,-0.668
0.317,1.508,-0.659
0.323,1.517,-0.649
0.314,1.531,-0.639
0.323,1.53,-0.64
0.318,1.547,-0.638
0.319,1.552,-0.63
0.331,1.551,-0.618
0.32,1.551,-0.619
0.317,1.567,-0.6
0.321,1.571,-0.602
0.329,1.578,-0.601
0.334,1.581,-0.589
0.335,1.584,-0.585
0.33,1.58,-0.574
0.326,1.593,-0.56
0.327,1.599,-0.566
0.331,1.602,-0.555
0.331,1.599,-0.55
0.333,1.604,-0.551
0.329,1.609,-0.538
0.339,1.607,-0.54
0.339,1.614,-0.549
0.334,1.609,-0.524
0.343,1.62,-0.522
0.338,1.619,-0.516
0.336,1.619,-0.521
0.335,1.616,-0.508
0.344,1.616,-0.495
0.343,1.625,-0.495
0.343,1.626,-0.476
0.341,1.624,-0.471
0.34,1.625,-0.477
0.352,1.619,-0.471
0.347,1.631,-0.466
0.348,1.63,-0.448
0.347,1.631,-0.453
0.349,1.624,-0.442
0.345,1.627,-0.438
0.344,1.613,-0.439
0.348,1.624,-0.423
0.342,1.614,-0.419
0.345,1.616,-0.401
0.345,1.611,-0.391
0.341,1.603,-0.395
0.346,1.611,-0.383
0.335,1.599,-0.387
0.341,1.59,-0.373
0.339,1.594,-0.361
0.342,1.59,-0.356
0.347,1.576,-0.336
0.349,1.582,-0.339
0.335,1.577,-0.325
0.342,1.567,-0.319
0.336,1.561,-0.306
0.337,1.55,-0.299
0.339,1.541,-0.293
0.339,1.54,-0.286
0.339,1.531,-0.277
0.335,1.52,-0.275
0.339,1.511,-0.26
0.335,1.508,-0.265
0.337,1.496,-0.242
0.338,1.483,-0.238
0.333,1.479,-0.235
0.336,1.469,-0.224
0.329,1.463,-0.211
0.333,1.453,-0.216
0.333,1.435,-0.215
0.327,1.419,-0.195
0.331,1.424,-0.186
0.336,1.405,-0.184
0.331,1.402,-0.189
0.333,1.391,-0.177
0.328,1.372,-0.167
0.324,1.361,-0.153
0.326,1.347,-0.145
0.322,1.336,-0.143
0.316,1.326,-0.128
0.321,1.316,-0.131
0.326,1.31,-0.129
0.326,1.298,-0.125
0.322,1.281,-0.123
0.316,1.266,-0.106
0.315,1.253,-0.107
0.316,1.248,-0.101
0.307,1.238,-0.091
0.31,1.229,-0.095
0.307,1.222,-0.1
0.306,1.208,-0.081
0.305,1.199,-0.081
0.313,1.184,-0.076
0.314,1.175,-0.073
0.31,1.162,-0.07
0.305,1.151,-0.071
0.297,1.14,-0.067
0.293,1.129,-0.063
0.298,1.116,-0.063
0.295,1.11,-0.05
0.29,1.097,-0.044
0.293,1.089,-0.046
0.298,1.086,-0.042
0.293,1.071,-0.04
0.301,1.065,-0.031
0.294,1.053,-0.039
0.284,1.04,-0.044
0.277,1.034,-0.033
0.278,1.029,-0.033
0.278,1.01,-0.028
0.28,1.004,-0.029
0.282,0.988,-0.023
0.278,0.976,-0.01
0.281,0.965,-0.017
0.275,0.951,-0.02
0.274,0.944,-0.019
0.272,0.93,-0.019
0.267,0.919,-0.006
0.264,0.91,-0.02
0.263,0.897,-0.004
0.262,0.887,-0.006
0.262,0.877,-0.011
0.259,0.866,0.012
0.258,0.845,0.0
0.259,0.829,-0.003
0.251,0.815,-0.009
0.25,0.805,-0.001
0.248,0.787,0.004
0.242,0.78,0.005
0.249,0.772,0.01
0.248,0.753,0.017
0.25,0.736,0.015
0.245,0.724,0.017
0.248,0.713,0.008
0.24,0.699,0.012
0.237,0.681,0.017
0.237,0.674,0.017
0.236,0.664,0.013
0.231,0.656,0.008
0.219,0.633,0.017
0.223,0.621,0.015
0.22,0.603,0.01
0.215,0.59,0.012
0.211,0.581,0.009
0.21,0.564,0.011
0.21,0.548,0.01
0.206,0.53,0.014
0.21,0.516,0.014
0.201,0.498,0.003
0.198,0.487,0.006
0.193,0.465,0.005
0.181,0.457,-0.005
0.183,0.432,-0.003
0.178,0.416,-0.004
0.177,0.398,-0.007
0.174,0.388,0.003
0.173,0.37,-0.013
0.176,0.352,-0.012
0.168,0.34,-0.009
0.156,0.322,-0.023
0.152,0.31,-0.028
0.16,0.286,-0.034
0.158,0.274,-0.045
0.151,0.259,-0.048
0.152,0.243,-0.048
0.141,0.224,-0.057
0.147,0.219,-0.041
0.139,0.208,-0.066
0.129,0.201,-0.063
0.131,0.181,-0.064
0.122,0.166,-0.071
0.117,0.162,-0.083
0.12,0.151,-0.076
0.11,0.132,-0.08
0.115,0.119,-0.086
0.11,0.123,-0.089
0.11,0.112,-0.107
0.099,0.097,-0.107
0.092,0.089,-0.118
0.097,0.082,-0.112
0.091,0.072,-0.112
0.096,0.06,-0.128
0.087,0.058,-0.141
0.09,0.049,-0.143
0.085,0.043,-0.142
0.08,0.038,-0.152
0.071,0.029,-0.149
0.077,0.024,-0.16
0.079,0.02,-0.158
0.068,0.02,-0.17
0.075,0.011,-0.167
0.072,0.0,-0.184
0.067,-0.004,-0.182
0.059,-0.014,-0.183
0.059,-0.013,-0.191
0.057,-0.011,-0.19
0.06,-0.019,-0.201
0.06,-0.023,-0.208
0.061,-0.021,-0.216
0.062,-0.029,-0.202
0.06,-0.032,-0.217
0.056,-0.033,-0.217
0.056,-0.037,-0.217
0.055,-0.034,-0.243
0.051,-0.044,-0.224
0.051,-0.035,-0.246
0.05,-0.037,-0.249
0.046,-0.038,-0.25
0.053,-0.04,-0.246
0.046,-0.045,-0.262
0.044,-0.044,-0.26
0.042,-0.043,-0.269
0.039,-0.047,-0.267
0.036,-0.046,-0.269
0.036,-0.051,-0.285
0.039,-0.054,-0.298
0.036,-0.05,-0.294
0.043,-0.047,-0.295
0.044,-0.047,-0.306
0.045,-0.045,-0.324
0.038,-0.046,-0.321
0.032,-0.038,-0.329
0.037,-0.042,-0.336
0.036,-0.036,-0.341
0.031,-0.034,-0.346
0.032,-0.03,-0.357
0.025,-0.033,-0.364
0.035,-0.034,-0.372
0.029,-0.032,-0.368
0.027,-0.024,-0.382
0.023,-0.029,-0.386
0.03,-0.023,-0.4
0.021,-0.022,-0.396
0.023,-0.019,-0.412
0.023,-0.015,-0.412
0.025,-0.011,-0.432
0.024,-0.005,-0.424
0.028,0.003,-0.439
0.025,0.007,-0.439
0.028,0.015,-0.451
0.024,0.023,-0.452
0.023,0.036,-0.457
0.019,0.028,-0.473
0.019,0.041,-0.471
0.032,0.048,-0.477
0.024,0.053,-0.478
0.02,0.057,-0.49
0.018,0.065,-0.508
0.018,0.081,-0.505
0.019,0.09,-0.521
0.023,0.094,-0.515
0.02,0.101,-0.53
0.022,0.104,-0.531
0.024,0.126,-0.552
0.033,0.133,-0.554
0.028,0.146,-0.558
0.021,0.154,-0.579
0.025,0.168,-0.577
0.026,0.187,-0.579
0.032,0.193,-0.589
0.03,0.204,-0.591
0.027,0.219,-0.59
0.038,0.232,-0.611
0.035,0.253,-0.613
0.032,0.258,-0.625
0.041,0.272,-0.623
0.038,0.279,-0.634
0.041,0.3,-0.647
0.043,0.321,-0.651
0.045,0.343,-0.655
0.049,0.358,-0.656
0.048,0.367,-0.666
0.053,0.382,-0.656
0.056,0.398,-0.673
0.053,0.412,-0.67
0.064,0.425,-0.68
0.065,0.454,-0.68
0.066,0.46,-0.687
0.073,0.469,-0.696
0.067,0.49,-0.694
0.07,0.503,-0.697
0.075,0.518,-0.699
0.074,0.532,-0.705
0.08,0.546,-0.715
0.085,0.562,-0.71
0.086,0.578,-0.711
0.082,0.585,-0.713
0.086,0.603,-0.719
0.086,0.615,-0.716
0.093,0.622,-0.713
0.094,0.635,-0.719
0.099,0.644,-0.717
0.096,0.66,-0.714
0.103,0.677,-0.718
0.106,0.673,-0.726
0.107,0.697,-0.722
0.11,0.715,-0.725
0.115,0.718,-0.719
0.109,0.725,-0.712
0.112,0.738,-0.726
0.12,0.739,-0.734
0.119,0.757,-0.72
0.121,0.761,-0.728
0.12,0.771,-0.721
0.124,0.781,-0.716
0.125,0.787,-0.726
0.119,0.795,-0.724
0.124,0.798,-0.722
0.13,0.818,-0.711
0.133,0.824,-0.714
0.13,0.833,-0.724
0.128,0.842,-0.715
0.132,0.854,-0.725
0.137,0.865,-0.727
0.137,0.875,-0.731
0.14,0.88,-0.713
0.138,0.889,-0.716
0.148,0.904,-0.718
0.142,0.915,-0.718
0.146,0.917,-0.723
0.148,0.934,-0.733
0.153,0.954,-0.716
0.156,0.962,-0.72
0.159,0.974,-0.734
0.157,0.982,-0.722
0.16,0.991,-0.723
0.17,1.008,-0.725
0.17,1.024,-0.742
0.179,1.028,-0.726
0.175,1.048,-0.73
0.171,1.069,-0.739
0.186,1.073,-0.734
0.183,1.089,-0.746
0.182,1.107,-0.733
0.186,1.119,-0.734
0.191,1.137,-0.737
0.191,1.149,-0.738
0.201,1.158,-0.73
0.195,1.177,-0.739
0.201,1.188,-0.73
0.201,1.202,-0.734
0.209,1.214,-0.736
0.219,1.225,-0.732
0.214,1.234,-0.724
0.218,1.25,-0.732
0.22,1.266,-0.729
0.218,1.274,-0.728
0.225,1.283,-0.72
0.23,1.299,-0.712
0.231,1.309,-0.711
0.232,1.317,-0.709
0.229,1.322,-0.705
0.239,1.334,-0.71
0.241,1.351,-0.702
0.243,1.356,-0.698
0.238,1.36,-0.702
0.252,1.371,-0.694
0.251,1.375,-0.687
0.249,1.383,-0.686
0.251,1.39,-0.686
0.253,1.403,-0.677
0.256,1.41,-0.677
0.251,1.409,-0.669
0.259,1.418,-0.681
0.262,1.429,-0.675
0.259,1.427,-0.668
0.261,1.435,-0.658
0.258,1.441,-0.659
0.257,1.449,-0.651
0.264,1.456,-0.649
0.265,1.46,-0.652
0.268,1.474,-0.642
0.267,1.479,-0.64
0.266,1.483,-0.631
0.273,1.488,-0.634
0.278,1.501,-0.621
0.272,1.509,-0.625
0.28,1.512,-0.626
0.281,1.521,-0.613
0.281,1.53,-0.617
0.285,1.534,-0.605
0.288,1.535,-0.602
0.295,1.545,-0.603
0.282,1.554,-0.591
0.294,1.56,-0.583
0.293,1.559,-0.582
0.302,1.565,-0.575
0.298,1.57,-0.598
0.293,1.583,-0.556
0.304,1.585,-0.546
0.305,1.585,-0.534
0.304,1.588,-0.538
0.313,1.595,-0.52
0.314,1.602,-0.532
0.315,1.604,-0.52
0.314,1.608,-0.507
0.315,1.609,-0.508
0.313,1.612,-0.484
0.32,1.616,-0.483
0.32,1.61,-0.479
0.327,1.612,-0.469
0.322,1.615,-0.462
0.322,1.617,-0.441
0.324,1.615,-0.445
0.322,1.61,-0.437
0.334,1.616,-0.431
0.323,1.618,-0.436
0.333,1.613,-0.42
0.327,1.604,-0.414
0.329,1.608,-0.406
0.329,1.609,-0.403
0.324,1.607,-0.392
0.334,1.601,-0.39
0.336,1.601,-0.386
0.336,1.594,-0.373
0.329,1.59,-0.368
0.328,1.593,-0.361
0.329,1.58,-0.358
0.328,1.579,-0.369
0.334,1.581,-0.348
0.335,1.573,-0.339
0.332,1.572,-0.343
0.339,1.571,-0.329
0.329,1.561,-0.322
0.331,1.565,-0.327
0.33,1.561,-0.321
0.328,1.559,-0.313
0.338,1.552,-0.304
0.336,1.554,-0.296
0.33,1.548,-0.294
0.328,1.544,-0.284
0.325,1.533,-0.285
0.323,1.529,-0.276
0.324,1.532,-0.273
0.325,1.521,-0.273
0.327,1.52,-0.27
0.324,1.517,-0.261
0.328,1.513,-0.251
0.328,1.505,-0.25
0.331,1.5,-0.249
0.327,1.491,-0.241
0.329,1.476,-0.244
0.32,1.47,-0.233
0.32,1.469,-0.224
0.33,1.459,-0.218
0.325,1.453,-0.213
0.322,1.451,-0.203
0.323,1.432,-0.208
0.323,1.435,-0.2
0.324,1.421,-0.186
0.325,1.413,-0.176
0.32,1.4,-0.176
0.317,1.394,-0.175
0.317,1.381,-0.172
0.319,1.372,-0.15
0.314,1.362,-0.151
0.322,1.346,-0.143
0.318,1.339,-0.137
0.314,1.326,-0.128
0.319,1.316,-0.119
0.309,1.298,-0.115
0.316,1.289,-0.112
0.317,1.282,-0.114
0.311,1.271,-0.095
0.305,1.264,-0.097
0.309,1.253,-0.092
0.308,1.239,-0.093
0.302,1.231,-0.087
0.309,1.213,-0.076
0.298,1.204,-0.072
0.296,1.192,-0.084
0.3,1.177,-0.074
0.304,1.163,-0.071
0.298,1.14,-0.057
0.297,1.132,-0.059
0.304,1.122,-0.052
0.29,1.101,-0.064
0.3,1.108,-0.046
0.287,1.097,-0.047
0.287,1.084,-0.048
0.284,1.07,-0.043
0.279,1.058,-0.036
0.28,1.041,-0.045
0.279,1.026,-0.033
0.286,1.014,-0.035
0.273,1.003,-0.036
0.276,0.993,-0.022
0.278,0.985,-0.018
0.269,0.98,-0.018
0.275,0.958,-0.016
0.267,0.953,-0.014
0.262,0.947,-0.027
0.263,0.934,-0.013
0.262,0.918,-0.017
0.255,0.91,-0.017
0.251,0.899,-0.013
0.253,0.88,-0.01
0.259,0.881,-0.003
0.249,0.866,-0.007
0.251,0.847,-0.003
0.249,0.843,-0.001
0.251,0.835,-0.004
0.25,0.815,-0.006
0.244,0.803,-0.002
0.238,0.784,-0.0
0.231,0.781,0.007
0.243,0.77,0.011
0.241,0.747,0.005
0.238,0.738,0.003
0.231,0.727,0.02
0.227,0.707,0.006
0.222,0.695,0.007
0.218,0.68,0.002
0.222,0.659,0.004
0.222,0.652,0.014
0.213,0.64,0.015
0.221,0.63,0.003
0.214,0.612,0.02
0.202,0.601,0.009
0.215,0.592,0.01
0.215,0.573,0.009
0.21,0.562,0.014
0.201,0.547,-0.002
0.198,0.537,0.005
0.194,0.521,0.006
0.192,0.511,0.015
0.202,0.491,-0.001
0.188,0.474,-0.003
0.181,0.464,0.003
0.189,0.446,-0.002
0.185,0.443,0.001
0.184,0.431,-0.014
0.181,0.419,-0.003
0.174,0.405,-0.002
0.171,0.395,-0.012
0.169,0.39,-0.013
0.167,0.376,-0.008
0.165,0.361,-0.012
0.169,0.345,-0.021
0.163,0.335,-0.026
0.16,0.323,-0.021
0.158,0.31,-0.022
0.152,0.302,-0.023
0.152,0.285,-0.024
0.147,0.279,-0.036
0.15,0.272,-0.033
0.148,0.26,-0.034
0.141,0.251,-0.037
0.141,0.251,-0.041
0.14,0.229,-0.048
0.138,0.236,-0.043
0.134,0.223,-0.049
0.13,0.208,-0.043
0.123,0.201,-0.058
0.128,0.192,-0.058
0.122,0.179,-0.064
0.121,0.175,-0.055
0.126,0.166,-0.067
0.122,0.157,-0.068
0.12,0.155,-0.061
0.117,0.145,-0.071
0.118,0.144,-0.081
0.115,0.128,-0.091
0.109,0.127,-0.087
0.113,0.125,-0.093
0.108,0.113,-0.093
0.106,0.103,-0.09
0.103,0.103,-0.102
0.102,0.091,-0.107
0.097,0.081,-0.103
0.091,0.083,-0.113
0.093,0.07,-0.112
0.1,0.068,-0.117
0.095,0.056,-0.113
0.089,0.051,-0.129
0.084,0.042,-0.135
0.089,0.043,-0.146
0.088,0.028,-0.142
0.088,0.026,-0.15
0.084,0.016,-0.157
0.081,0.02,-0.163
0.076,0.008,-0.161
0.074,0.015,-0.162
0.073,0.002,-0.18
0.077,0.007,-0.176
0.068,-0.007,-0.177
0.067,-0.012,-0.187
0.065,-0.01,-0.189
0.067,-0.02,-0.201
0.063,-0.023,-0.209
0.052,-0.032,-0.208
0.051,-0.027,-0.221
0.047,-0.033,-0.231
0.049,-0.034,-0.227
0.046,-0.035,-0.229
0.053,-0.034,-0.234
0.042,-0.037,-0.244
0.04,-0.043,-0.243
0.044,-0.047,-0.253
0.046,-0.045,-0.262
0.041,-0.045,-0.265
0.046,-0.049,-0.275
0.038,-0.054,-0.272
0.038,-0.045,-0.29
0.037,-0.047,-0.29
0.034,-0.049,-0.3
0.039,-0.047,-0.309
0.035,-0.047,-0.316
0.036,-0.045,-0.326
0.031,-0.044,-0.32
0.028,-0.046,-0.343
0.03,-0.042,-0.337
0.025,-0.034,-0.341
0.032,-0.037,-0.352
0.038,-0.025,-0.357
0.033,-0.023,-0.368
0.028,-0.023,-0.375
0.031,-0.023,-0.377
0.032,-0.024,-0.388
0.029,-0.011,-0.401
0.028,-0.015,-0.404
0.026,-0.01,-0.405
0.03,0.001,-0.418
0.021,0.007,-0.423
0.029,0.01,-0.425
0.022,0.013,-0.447
0.031,0.014,-0.456
0.029,0.027,-0.457
0.023,0.033,-0.472
0.026,0.044,-0.478
0.026,0.056,-0.475
0.027,0.055,-0.488
0.028,0.056,-0.494
0.021,0.065,-0.497
0.022,0.062,-0.508
0.025,0.077,-0.504
0.028,0.084,-0.515
0.022,0.094,-0.525
0.028,0.106,-0.532
0.02,0.112,-0.536
0.026,0.123,-0.544
0.029,0.126,-0.537
0.028,0.13,-0.549
0.028,0.15,-0.57
0.04,0.161,-0.565
0.037,0.174,-0.573
0.025,0.174,-0.571
0.032,0.186,-0.58
0.029,0.191,-0.582
0.037,0.211,-0.59
0.036,0.211,-0.592
0.039,0.224,-0.601
0.037,0.221,-0.592
0.037,0.231,-0.618
0.037,0.246,-0.611
0.038,0.259,-0.609
0.047,0.258,-0.616
0.046,0.276,-0.619
0.044,0.276,-0.628
0.036,0.285,-0.626
0.043,0.299,-0.636
0.051,0.31,-0.641
0.048,0.317,-0.643
0.047,0.336,-0.644
0.054,0.348,-0.658
0.053,0.353,-0.659
0.056,0.372,-0.653
0.058,0.384,-0.664
0.063,0.398,-0.665
0.053,0.41,-0.667
0.064,0.43,-0.679
0.072,0.444,-0.688
0.068,0.46,-0.687
0.073,0.475,-0.696
0.075,0.493,-0.69
0.077,0.509,-0.704
0.076,0.528,-0.703
0.081,0.545,-0.719
0.086,0.555,-0.708
0.087,0.573,-0.715
0.09,0.59,-0.712
0.095,0.609,-0.719
0.095,0.626,-0.725
0.097,0.649,-0.722
0.102,0.666,-0.713
0.101,0.673,-0.71
0.103,0.693,-0.718
0.101,0.706,-0.721
0.107,0.718,-0.713
0.12,0.738,-0.717
0.119,0.751,-0.726
0.119,0.766,-0.715
0.12,0.778,-0.708
0.119,0.79,-0.715
0.125,0.803,-0.726
0.123,0.81,-0.714
0.13,0.82,-0.711
0.13,0.841,-0.704
0.131,0.844,-0.715
0.135,0.857,-0.717
0.135,0.876,-0.732
0.139,0.885,-0.73
0.129,0.894,-0.716
0.144,0.903,-0.721
0.146,0.912,-0.724
0.151,0.923,-0.728
0.152,0.93,-0.718
0.156,0.943,-0.724
0.154,0.953,-0.726
0.159,0.965,-0.73
0.156,0.975,-0.724
0.167,0.99,-0.725
0.158,0.999,-0.735
0.161,1.01,-0.732
0.166,1.014,-0.741
0.169,1.023,-0.741
0.165,1.028,-0.73
0.174,1.047,-0.733
0.182,1.056,-0.726
0.171,1.068,-0.733
0.178,1.075,-0.734
0.178,1.085,-0.735
0.183,1.09,-0.739
0.184,1.1,-0.736
0.191,1.11,-0.729
0.183,1.126,-0.724
0.191,1.129,-0.735
0.189,1.139,-0.726
0.194,1.14,-0.725
0.203,1.148,-0.737
0.203,1.159,-0.729
0.202,1.172,-0.744
0.208,1.179,-0.73
0.213,1.197,-0.738
0.22,1.204,-0.728
0.213,1.208,-0.731
0.216,1.226,-0.722
0.219,1.24,-0.723
0.22,1.25,-0.713
0.228,1.261,-0.713
0.232,1.279,-0.714
0.224,1.284,-0.713
0.234,1.3,-0.706
0.232,1.307,-0.703
0.234,1.325,-0.711
0.242,1.337,-0.708
0.247,1.342,-0.7
0.25,1.346,-0.697
0.252,1.36,-0.693
0.243,1.382,-0.679
0.257,1.389,-0.68
0.259,1.398,-0.684
0.266,1.41,-0.669
0.267,1.421,-0.675
0.269,1.432,-0.673
0.265,1.443,-0.668
0.269,1.45,-0.665
0.266,1.455,-0.654
0.275,1.471,-0.643
0.281,1.466,-0.646
0.275,1.487,-0.646
0.279,1.48,-0.638
0.275,1.495,-0.625
0.283,1.512,-0.609
0.281,1.512,-0.616
0.295,1.511,-0.613
0.287,1.532,-0.613
0.293,1.534,-0.594
0.295,1.533,-0.594
0.295,1.542,-0.582
0.297,1.547,-0.584
0.304,1.55,-0.58
0.299,1.55,-0.575
0.301,1.557,-0.565
0.305,1.567,-0.569
0.305,1.566,-0.559
0.304,1.575,-0.559
0.294,1.58,-0.541
0.305,1.581,-0.547
0.307,1.587,-0.547
0.311,1.588,-0.53
0.308,1.588,-0.533
0.306,1.591,-0.529
0.313,1.602,-0.523
0.306,1.595,-0.521
0.306,1.59,-0.508
0.309,1.599,-0.514
0.319,1.597,-0.501
0.322,1.609,-0.499
0.318,1.601,-0.488
0.317,1.611,-0.48
0.314,1.612,-0.483
0.311,1.614,-0.462
0.312,1.604,-0.46
0.322,1.607,-0.458
0.32,1.615,-0.46
0.318,1.614,-0.444
0.319,1.614,-0.432
0.326,1.609,-0.423
0.331,1.604,-0.419
0.324,1.606,-0.417
0.332,1.609,-0.411
0.326,1.603,-0.389
0.324,1.608,-0.383
0.336,1.595,-0.378
0.336,1.59,-0.368
0.334,1.586,-0.373
0.324,1.588,-0.361
0.332,1.584,-0.353
0.326,1.584,-0.346
0.322,1.57,-0.333
0.331,1.572,-0.336
0.335,1.568,-0.315
0.333,1.562,-0.312
0.328,1.557,-0.307
0.33,1.556,-0.294
0.323,1.541,-0.296
0.329,1.547,-0.286
0.329,1.537,-0.287
0.318,1.539,-0.265
0.327,1.526,-0.272
0.316,1.518,-0.263
0.327,1.512,-0.249
0.327,1.506,-0.242
0.322,1.498,-0.244
0.324,1.493,-0.236
0.315,1.483,-0.243
0.324,1.465,-0.229
0.324,1.465,-0.221
0.324,1.455,-0.204
0.326,1.455,-0.202
0.319,1.447,-0.194
0.328,1.433,-0.195
0.322,1.426,-0.183
0.328,1.423,-0.191
0.328,1.414,-0.185
0.322,1.413,-0.178
0.324,1.403,-0.17
0.325,1.402,-0.159
0.317,1.388,-0.16
0.313,1.383,-0.169
0.313,1.372,-0.159
0.315,1.364,-0.157
0.319,1.352,-0.151
0.317,1.346,-0.141
0.316,1.336,-0.127
0.31,1.334,-0.134
0.314,1.319,-0.122
0.316,1.313,-0.127
0.311,1.304,-0.122
0.308,1.296,-0.119
0.31,1.282,-0.116
0.313,1.275,-0.115
0.308,1.267,-0.105
0.305,1.251,-0.102
0.303,1.238,-0.083
0.306,1.22,-0.086
0.297,1.209,-0.072
0.303,1.203,-0.078
0.301,1.183,-0.075
0.296,1.16,-0.07
0.298,1.152,-0.062
0.299,1.136,-0.052
0.297,1.125,-0.055
0.291,1.112,-0.045
0.289,1.101,-0.044
0.288,1.084,-0.041
0.284,1.058,-0.031
0.288,1.051,-0.032
0.276,1.032,-0.02
0.27,1.015,-0.021
0.279,0.994,-0.017
0.276,0.975,-0.023
0.27,0.966,-0.017
0.267,0.946,-0.008
0.266,0.928,-0.007
0.262,0.925,-0.004
0.265,0.91,-0.019
0.254,0.888,0.004
0.258,0.866,-0.007
0.255,0.861,-0.002
0.254,0.836,0.002
0.252,0.828,0.008
0.25,0.809,-0.004
0.249,0.795,-0.0
0.24,0.785,-0.002
0.235,0.761,0.012
0.236,0.78,0.016
0.237,0.74,0.014
0.233,0.728,0.016
0.232,0.708,0.004
0.231,0.696,0.015
0.23,0.685,0.008
0.222,0.666,0.013
0.224,0.654,0.011
0.228,0.641,0.017
0.217,0.629,0.011
0.224,0.621,0.008
0.218,0.607,0.022
0.218,0.591,0.011
0.212,0.587,0.007
0.212,0.57,0.018
0.206,0.56,0.011
0.204,0.546,0.015
0.207,0.543,0.003
0.21,0.529,0.015
0.207,0.525,0.009
0.2,0.513,0.004
0.191,0.497,0.012
0.189,0.479,0.008
0.189,0.474,0.003
0.186,0.461,0.007
0.179,0.448,0.014
0.187,0.431,0.001
0.182,0.416,0.006
0.183,0.41,0.003
0.177,0.395,-0.004
0.167,0.374,-0.01
0.173,0.368,-0.031
0.171,0.352,-0.02
0.169,0.34,-0.013
0.162,0.324,-0.025
0.16,0.311,-0.016
0.146,0.302,-0.026
0.156,0.286,-0.018
0.149,0.271,-0.036
0.145,0.253,-0.037
0.135,0.246,-0.033
0.138,0.229,-0.043
0.135,0.213,-0.062
0.131,0.208,-0.065
0.127,0.192,-0.062
0.125,0.182,-0.069
0.118,0.166,-0.076
0.12,0.163,-0.075
0.113,0.142,-0.077
